neighbourhood group,neighbourhood,lat,long,price
Brooklyn,Prospect-Lefferts Gardens,40.65603,-73.95798,"$1,135 "
Brooklyn,Bushwick,40.69955,-73.92225,$172 
Manhattan,Lower East Side,40.71373,-73.98465,"$1,147 "
Brooklyn,Williamsburg,40.7079,-73.95598,"$1,005 "
Brooklyn,Clinton Hill,40.69242,-73.96828,$142 
Brooklyn,Bushwick,40.69715,-73.92865,$150 
Brooklyn,Bushwick,40.70343,-73.92538,"$1,081 "
Manhattan,Chinatown,40.71743,-73.99372,"$1,143 "
Brooklyn,Williamsburg,40.70803,-73.94868,$77 
Manhattan,SoHo,40.72731,-74.00472,$601 
Brooklyn,Bedford-Stuyvesant,40.684,-73.93227,$930 
Brooklyn,East Flatbush,40.63774,-73.93714,$410 
Manhattan,Midtown,40.75513,-73.96446,"$1,158 "
Brooklyn,Williamsburg,40.71982,-73.94409,$954 
Manhattan,Theater District,40.76145,-73.98556,$719 
Manhattan,Financial District,40.7055,-74.00812,$580 
Queens,Long Island City,40.75644,-73.93486,$402 
Manhattan,Harlem,40.80557,-73.94618,"$1,189 "
Manhattan,Upper East Side,40.7795,-73.94778,$51 
Brooklyn,Bushwick,40.70111,-73.92935,"$1,107 "
Manhattan,East Harlem,40.79985,-73.93836,"$1,159 "
Brooklyn,Greenpoint,40.72218,-73.93894,$254 
Brooklyn,Bushwick,40.69542,-73.93258,$436 
Manhattan,Upper East Side,40.77343,-73.95651,$577 
Manhattan,Hell's Kitchen,40.75989,-73.989,$205 
Manhattan,Midtown,40.74475,-73.98512,$998 
Manhattan,Upper East Side,40.76511,-73.96555,"$1,078 "
Queens,Sunnyside,40.74674,-73.91881,"$1,025 "
Brooklyn,Prospect Heights,40.67811,-73.97126,$231 
Manhattan,Upper West Side,40.79494,-73.97221,$242 
Brooklyn,South Slope,40.66594,-73.98814,$437 
Brooklyn,Columbia St,40.68274,-74.00433,$703 
Brooklyn,Fort Greene,40.68886,-73.97687,$891 
Manhattan,Upper West Side,40.78856,-73.97368,$173 
Manhattan,Chinatown,40.71475,-73.99257,$996 
Brooklyn,Gowanus,40.68334,-73.9847,"$1,133 "
Manhattan,Midtown,40.75932,-73.96396,"$1,154 "
Manhattan,Harlem,40.81525,-73.94552,$691 
Manhattan,Gramercy,40.73284,-73.98511,$574 
Brooklyn,Williamsburg,40.71061,-73.94971,$695 
Queens,Fresh Meadows,40.74267,-73.78737,$972 
Manhattan,East Village,40.72873,-73.98399,$689 
Queens,Astoria,40.768,-73.92429,$935 
Brooklyn,Williamsburg,40.7151,-73.96037,$363 
Brooklyn,Bushwick,40.7027,-73.92811,$134 
Brooklyn,Williamsburg,40.7105,-73.94693,$125 
Queens,Jackson Heights,40.75526,-73.86468,$654 
Queens,Jackson Heights,40.75548,-73.86632,"$1,096 "
Queens,Long Island City,40.75547,-73.91867,$560 
Manhattan,Chelsea,40.75165,-74.00074,$116 
Manhattan,East Village,40.7281,-73.98106,$434 
Brooklyn,Bedford-Stuyvesant,40.68285,-73.93961,$913 
Manhattan,Midtown,40.75245,-73.98442,$378 
Manhattan,Upper East Side,40.77887,-73.95406,$765 
Manhattan,Upper East Side,40.76777,-73.96393,$463 
Manhattan,Murray Hill,40.74553,-73.97302,$273 
Brooklyn,Williamsburg,40.70788,-73.9426,$215 
Manhattan,West Village,40.73319,-74.00502,$247 
Manhattan,Harlem,40.81993,-73.94704,$247 
Brooklyn,Williamsburg,40.7124,-73.96314,"$1,084 "
Brooklyn,Kensington,40.64423,-73.98019,$803 
Manhattan,Upper West Side,40.80266,-73.96465,$856 
Manhattan,East Village,40.72573,-73.97926,"$1,173 "
Manhattan,Kips Bay,40.73845,-73.9795,"$1,076 "
Brooklyn,Bedford-Stuyvesant,40.68499,-73.93918,$456 
Brooklyn,East Flatbush,40.63939,-73.94988,$337 
Manhattan,Theater District,40.76205,-73.9845,$535 
Manhattan,Hell's Kitchen,40.76127,-73.99181,$636 
Queens,Ridgewood,40.70136,-73.89608,$642 
Brooklyn,Bedford-Stuyvesant,40.68041,-73.92972,$104 
Manhattan,Upper West Side,40.78143,-73.98638,$440 
Brooklyn,Bedford-Stuyvesant,40.6795,-73.90899,$857 
Manhattan,Financial District,40.70517,-74.01142,$365 
Brooklyn,Downtown Brooklyn,40.68967,-73.98664,$568 
Manhattan,Harlem,40.80679,-73.94408,$720 
Manhattan,East Village,40.72777,-73.98545,$825 
Manhattan,Chelsea,40.74318,-73.9982,$671 
Brooklyn,Park Slope,40.66766,-73.98257,$512 
Queens,Ditmars Steinway,40.77433,-73.91734,"$1,135 "
Brooklyn,Crown Heights,40.67658,-73.95786,$489 
Brooklyn,Williamsburg,40.70939,-73.95155,$795 
Brooklyn,Bushwick,40.69867,-73.91134,$752 
Brooklyn,Williamsburg,40.71248,-73.96379,$940 
Brooklyn,Bedford-Stuyvesant,40.68355,-73.94129,$145 
Brooklyn,Prospect-Lefferts Gardens,40.65961,-73.96177,$56 
Manhattan,Lower East Side,40.71826,-73.99199,$967 
Manhattan,East Village,40.72995,-73.98135,$773 
Manhattan,Lower East Side,40.7146,-73.98423,$165 
Manhattan,East Village,40.72845,-73.97989,"$1,036 "
Manhattan,SoHo,40.72528,-74.00223,"$1,041 "
Manhattan,Lower East Side,40.71358,-73.98456,$743 
Manhattan,Battery Park City,40.70956,-74.01605,"$1,134 "
Manhattan,Tribeca,40.72018,-74.00981,$781 
Brooklyn,Bedford-Stuyvesant,40.68742,-73.92198,$381 
Manhattan,Lower East Side,40.71349,-73.98473,"$1,111 "
Manhattan,Midtown,40.75249,-73.96866,"$1,002 "
Manhattan,Upper West Side,40.79877,-73.96259,$581 
Manhattan,Lower East Side,40.71977,-73.98176,$866 
Manhattan,East Village,40.72362,-73.98519,$642 
Manhattan,Upper East Side,40.78338,-73.95008,"$1,188 "
Brooklyn,Williamsburg,40.71697,-73.95919,$124 
Brooklyn,Bedford-Stuyvesant,40.68389,-73.95557,$717 
Manhattan,Chelsea,40.73921,-73.99717,$77 
Brooklyn,Prospect-Lefferts Gardens,40.65845,-73.96131,$347 
Queens,Astoria,40.75535,-73.91397,$896 
Manhattan,Harlem,40.79965,-73.95446,$391 
Brooklyn,Greenpoint,40.72176,-73.94393,$243 
Queens,East Elmhurst,40.77006,-73.87683,$464 
Queens,Jamaica,40.71036,-73.78261,"$1,103 "
Manhattan,Upper East Side,40.78222,-73.94791,$227 
Manhattan,Hell's Kitchen,40.75849,-73.9907,$754 
Queens,Long Island City,40.76211,-73.92894,"$1,189 "
Brooklyn,Kensington,40.64277,-73.97947,"$1,016 "
Manhattan,East Harlem,40.80965,-73.93912,$522 
Manhattan,Chinatown,40.71343,-73.99532,$355 
Manhattan,Upper East Side,40.77914,-73.94965,"$1,061 "
Brooklyn,Bedford-Stuyvesant,40.67797,-73.93967,$304 
Brooklyn,Sunset Park,40.64355,-74.01908,$430 
Brooklyn,Bushwick,40.70128,-73.92666,$935 
Manhattan,Harlem,40.80089,-73.95674,$922 
Manhattan,Roosevelt Island,40.76641,-73.94561,$568 
Brooklyn,Bedford-Stuyvesant,40.68372,-73.95551,$357 
Brooklyn,Williamsburg,40.71519,-73.96174,$690 
Brooklyn,Crown Heights,40.6683,-73.94977,$775 
Brooklyn,Crown Heights,40.6682,-73.94927,$629 
Manhattan,East Village,40.73178,-73.98842,$825 
Manhattan,Financial District,40.7066,-74.00396,$621 
Manhattan,Upper East Side,40.76391,-73.95938,"$1,021 "
Brooklyn,Williamsburg,40.71288,-73.94137,$536 
Manhattan,Midtown,40.75463,-73.97445,$352 
Brooklyn,Fort Greene,40.69262,-73.97245,$592 
Brooklyn,Bushwick,40.70511,-73.91755,$504 
Brooklyn,Williamsburg,40.71321,-73.94099,$526 
Brooklyn,Carroll Gardens,40.68326,-73.99327,$275 
Brooklyn,Prospect Heights,40.67697,-73.97069,$266 
Queens,Woodside,40.74715,-73.91104,"$1,185 "
Manhattan,Upper East Side,40.77569,-73.95202,$283 
Manhattan,Harlem,40.82488,-73.94472,"$1,034 "
Brooklyn,Williamsburg,40.71596,-73.96215,$597 
Queens,Woodside,40.74693,-73.90146,$857 
Manhattan,Harlem,40.80577,-73.94708,$208 
Manhattan,Harlem,40.80565,-73.94621,$569 
Manhattan,Tribeca,40.72095,-74.00918,$501 
Manhattan,Upper East Side,40.7734,-73.95832,$291 
Brooklyn,Bedford-Stuyvesant,40.67889,-73.9481,$208 
Brooklyn,Fort Greene,40.68791,-73.97438,$997 
Manhattan,Harlem,40.80214,-73.95325,$143 
Brooklyn,Williamsburg,40.71387,-73.95697,$548 
Manhattan,Upper West Side,40.77795,-73.9825,$992 
Manhattan,Upper West Side,40.77354,-73.98462,$700 
Brooklyn,Williamsburg,40.71468,-73.93774,$678 
Brooklyn,Bushwick,40.68358,-73.90884,$953 
Brooklyn,Bedford-Stuyvesant,40.69352,-73.94376,$259 
Manhattan,East Village,40.72555,-73.97713,$499 
Brooklyn,Williamsburg,40.70788,-73.95106,$277 
Manhattan,East Harlem,40.79505,-73.93925,$577 
Brooklyn,Bushwick,40.68989,-73.92128,$572 
Manhattan,East Village,40.72504,-73.97905,$381 
Manhattan,Theater District,40.76365,-73.98484,$643 
Brooklyn,Williamsburg,40.71887,-73.96069,"$1,143 "
Brooklyn,Prospect Heights,40.678,-73.97118,"$1,100 "
Manhattan,Chelsea,40.74513,-74.00076,"$1,183 "
Brooklyn,Greenpoint,40.73266,-73.95841,$275 
Brooklyn,Bedford-Stuyvesant,40.68498,-73.93192,"$1,047 "
Brooklyn,Bushwick,40.70015,-73.92693,$336 
Queens,Ridgewood,40.70468,-73.90553,$293 
Brooklyn,East Flatbush,40.66383,-73.92706,$900 
Brooklyn,Crown Heights,40.67211,-73.94947,$116 
Manhattan,Harlem,40.8224,-73.95402,$395 
Brooklyn,Bedford-Stuyvesant,40.68805,-73.95103,$400 
Brooklyn,Clinton Hill,40.68971,-73.96695,$780 
Manhattan,Washington Heights,40.84111,-73.93698,$603 
Manhattan,Hell's Kitchen,40.75383,-73.99536,$597 
Manhattan,Greenwich Village,40.72853,-73.99914,$606 
Brooklyn,Crown Heights,40.6766,-73.95987,"$1,011 "
Brooklyn,Greenpoint,40.71923,-73.95204,$228 
Brooklyn,Bushwick,40.7043,-73.92719,$431 
Brooklyn,Flatlands,40.62802,-73.92729,$138 
Manhattan,Harlem,40.81243,-73.9392,$921 
Manhattan,East Village,40.72057,-73.97997,"$1,063 "
Manhattan,Upper West Side,40.77832,-73.98069,$51 
Brooklyn,Bushwick,40.6972,-73.92697,$861 
Brooklyn,Flatbush,40.64438,-73.95408,$865 
Manhattan,Washington Heights,40.85369,-73.93187,$828 
Brooklyn,Bushwick,40.69017,-73.91291,$622 
Queens,Astoria,40.7713,-73.92628,$342 
Manhattan,Hell's Kitchen,40.76016,-73.98929,$580 
Brooklyn,Williamsburg,40.70828,-73.95246,$481 
Brooklyn,Greenpoint,40.72784,-73.94937,$687 
Manhattan,Lower East Side,40.71868,-73.99036,$918 
Manhattan,East Village,40.72765,-73.98634,$744 
Manhattan,Harlem,40.80204,-73.95794,"$1,097 "
Manhattan,Washington Heights,40.85415,-73.93108,$279 
Queens,Maspeth,40.72194,-73.91138,$931 
Bronx,Throgs Neck,40.81476,-73.80001,$607 
Brooklyn,Bushwick,40.69836,-73.93521,$380 
Manhattan,West Village,40.73618,-74.00201,$77 
Brooklyn,Bedford-Stuyvesant,40.68167,-73.92525,$144 
Queens,Long Island City,40.75363,-73.93463,$246 
Brooklyn,Crown Heights,40.67791,-73.95337,$619 
Brooklyn,Brownsville,40.67065,-73.91643,"$1,147 "
Brooklyn,Kensington,40.64125,-73.9763,$212 
Manhattan,West Village,40.73418,-74.0046,$565 
Manhattan,East Village,40.72255,-73.97813,$135 
Brooklyn,Crown Heights,40.67115,-73.91621,$577 
Brooklyn,Williamsburg,40.71219,-73.95623,"$1,190 "
Staten Island,Todt Hill,40.60926,-74.10092,$340 
Manhattan,Harlem,40.82205,-73.9467,$715 
Brooklyn,Bedford-Stuyvesant,40.68178,-73.94179,$941 
Manhattan,NoHo,40.72847,-73.99302,$430 
Brooklyn,Bushwick,40.70299,-73.92648,$422 
Brooklyn,Sunset Park,40.65585,-73.99918,$900 
Brooklyn,Crown Heights,40.67743,-73.95523,$156 
Brooklyn,Bushwick,40.6938,-73.92562,$306 
Brooklyn,Park Slope,40.66826,-73.98223,"$1,138 "
Manhattan,Greenwich Village,40.72681,-73.99952,$197 
Manhattan,Kips Bay,40.74123,-73.97731,$817 
Manhattan,Upper East Side,40.78086,-73.94974,$573 
Bronx,West Farms,40.84328,-73.88173,$302 
Manhattan,East Village,40.72305,-73.98834,$195 
Brooklyn,Bedford-Stuyvesant,40.68137,-73.94233,"$1,118 "
Brooklyn,Bedford-Stuyvesant,40.68632,-73.95093,$344 
Brooklyn,Downtown Brooklyn,40.69579,-73.98296,$337 
Queens,Astoria,40.76599,-73.91777,"$1,090 "
Queens,Ridgewood,40.70995,-73.90959,$943 
Manhattan,Harlem,40.82137,-73.94769,$751 
Manhattan,SoHo,40.72409,-74.00241,"$1,101 "
Brooklyn,Crown Heights,40.67073,-73.91799,$85 
Brooklyn,Crown Heights,40.67112,-73.91685,$782 
Manhattan,East Harlem,40.78987,-73.94883,$651 
Brooklyn,Windsor Terrace,40.65106,-73.97704,$935 
Queens,Astoria,40.75748,-73.91221,$401 
Brooklyn,Cobble Hill,40.6869,-73.99741,"$1,003 "
Brooklyn,Brooklyn Heights,40.69449,-73.99727,$963 
Brooklyn,Bedford-Stuyvesant,40.67804,-73.90997,$163 
Brooklyn,Bedford-Stuyvesant,40.69487,-73.93884,$113 
Manhattan,Harlem,40.80801,-73.9486,$562 
Manhattan,Upper West Side,40.79927,-73.96235,$709 
Manhattan,Harlem,40.82755,-73.93787,$433 
Queens,Astoria,40.76086,-73.92604,$516 
Manhattan,Upper East Side,40.77001,-73.95691,$882 
Bronx,Williamsbridge,40.88301,-73.85452,$308 
Brooklyn,Borough Park,40.64077,-73.99268,$689 
Manhattan,Inwood,40.85911,-73.928,$943 
Staten Island,Great Kills,40.5455,-74.14829,"$1,189 "
Brooklyn,Flatlands,40.62841,-73.92591,$187 
Manhattan,Hell's Kitchen,40.76128,-73.99617,$717 
Brooklyn,Bedford-Stuyvesant,40.68223,-73.9269,"$1,011 "
Brooklyn,Williamsburg,40.70309,-73.94788,"$1,065 "
Manhattan,Midtown,40.7579,-73.96243,$910 
Manhattan,Hell's Kitchen,40.76039,-73.99002,$316 
Manhattan,Upper West Side,40.79512,-73.97479,$963 
Manhattan,Morningside Heights,40.81464,-73.96185,$627 
Manhattan,East Village,40.72824,-73.97543,"$1,190 "
Manhattan,Lower East Side,40.71413,-73.9864,$533 
Manhattan,East Village,40.72749,-73.98894,$276 
Brooklyn,Greenpoint,40.72788,-73.95408,$916 
Brooklyn,Williamsburg,40.71078,-73.94061,$130 
Brooklyn,Flatbush,40.6419,-73.96421,$762 
Brooklyn,Greenpoint,40.72373,-73.94537,$189 
Manhattan,West Village,40.73435,-73.99903,$792 
Brooklyn,Sheepshead Bay,40.6,-73.95612,$882 
Manhattan,East Village,40.7241,-73.97992,$242 
Brooklyn,Prospect Heights,40.67835,-73.97074,$113 
Manhattan,East Village,40.72948,-73.98664,$803 
Bronx,Allerton,40.86789,-73.85999,"$1,036 "
Brooklyn,Bensonhurst,40.62054,-73.99828,$98 
Manhattan,Harlem,40.81959,-73.9379,$447 
Brooklyn,Bedford-Stuyvesant,40.68635,-73.95893,$983 
Brooklyn,Williamsburg,40.7124,-73.96259,$495 
Brooklyn,Crown Heights,40.66916,-73.95288,$463 
Manhattan,Morningside Heights,40.81067,-73.96377,$156 
Manhattan,Financial District,40.70698,-74.01383,"$1,014 "
Brooklyn,Crown Heights,40.66889,-73.93045,$986 
Brooklyn,Flatlands,40.6283,-73.92619,$124 
Brooklyn,Williamsburg,40.70948,-73.94081,"$1,004 "
Manhattan,Midtown,40.76502,-73.98198,$549 
Manhattan,Greenwich Village,40.73637,-73.99746,$554 
Brooklyn,Cypress Hills,40.68537,-73.8775,$821 
Brooklyn,Sheepshead Bay,40.59836,-73.95417,$282 
Brooklyn,Williamsburg,40.71525,-73.94742,$98 
Manhattan,Upper East Side,40.76096,-73.95964,$811 
Brooklyn,Greenpoint,40.7347,-73.95727,$956 
Manhattan,West Village,40.73105,-74.00541,$742 
Queens,Sunnyside,40.73633,-73.92641,$634 
Queens,Ditmars Steinway,40.77188,-73.91555,$990 
Brooklyn,Park Slope,40.67173,-73.98303,$575 
Manhattan,Upper East Side,40.76483,-73.95801,$549 
Manhattan,Upper East Side,40.76137,-73.96042,$775 
Manhattan,Gramercy,40.73858,-73.98882,$966 
Brooklyn,Brownsville,40.6678,-73.92526,"$1,190 "
Brooklyn,Williamsburg,40.70866,-73.94116,$72 
Brooklyn,Bedford-Stuyvesant,40.68211,-73.9236,$784 
Brooklyn,East Flatbush,40.64464,-73.94807,$901 
Manhattan,East Village,40.73305,-73.98668,$53 
Bronx,Pelham Bay,40.85362,-73.82949,$956 
Brooklyn,Greenpoint,40.73747,-73.95289,$807 
Manhattan,Harlem,40.82523,-73.95383,$219 
Manhattan,Theater District,40.76095,-73.98668,$872 
Brooklyn,Flatbush,40.65309,-73.95523,"$1,132 "
Brooklyn,Bedford-Stuyvesant,40.68121,-73.93038,$287 
Brooklyn,Bedford-Stuyvesant,40.67889,-73.94326,$420 
Manhattan,East Village,40.72972,-73.9875,$797 
Brooklyn,Bushwick,40.69902,-73.93102,$355 
Manhattan,East Village,40.72342,-73.98871,"$1,095 "
Brooklyn,Clinton Hill,40.68717,-73.96015,$247 
Brooklyn,Prospect Heights,40.68043,-73.96781,$819 
Brooklyn,Midwood,40.62857,-73.94828,$463 
Manhattan,Chinatown,40.71631,-73.99694,$746 
Manhattan,Washington Heights,40.85338,-73.93061,$113 
Manhattan,Upper East Side,40.77455,-73.94982,$198 
Manhattan,Harlem,40.82323,-73.95494,"$1,199 "
Manhattan,Upper West Side,40.79061,-73.97335,$913 
Queens,Long Island City,40.74654,-73.95778,$890 
Queens,Long Island City,40.75653,-73.93268,$256 
Manhattan,Chelsea,40.75093,-73.99675,$111 
Manhattan,Upper West Side,40.7816,-73.97638,$799 
Manhattan,Harlem,40.83057,-73.94582,$89 
Staten Island,Silver Lake,40.62257,-74.09984,$95 
Manhattan,East Village,40.72595,-73.98218,$639 
Brooklyn,Bushwick,40.69795,-73.92162,$53 
Brooklyn,South Slope,40.66616,-73.98904,$834 
Manhattan,Gramercy,40.73524,-73.98441,$337 
Brooklyn,Crown Heights,40.66754,-73.95265,$583 
Manhattan,Upper West Side,40.80285,-73.9657,$737 
Manhattan,Harlem,40.82117,-73.94306,$513 
Brooklyn,Williamsburg,40.70617,-73.95055,$874 
Manhattan,Harlem,40.8272,-73.94137,"$1,023 "
Manhattan,Upper East Side,40.78174,-73.94829,$379 
Brooklyn,Sunset Park,40.66198,-73.99785,$614 
Manhattan,Washington Heights,40.84707,-73.93541,$875 
Brooklyn,Williamsburg,40.71111,-73.95141,"$1,161 "
Bronx,Riverdale,40.88837,-73.90939,"$1,023 "
Queens,Elmhurst,40.7452,-73.89086,$286 
Brooklyn,Fort Greene,40.68602,-73.97386,$200 
Manhattan,Upper West Side,40.7965,-73.96179,$491 
Queens,Astoria,40.76307,-73.92247,$446 
Manhattan,Chelsea,40.7368,-73.9925,$206 
Manhattan,Murray Hill,40.74716,-73.97607,$70 
Brooklyn,Prospect-Lefferts Gardens,40.65774,-73.95202,$53 
Brooklyn,Windsor Terrace,40.66012,-73.98343,$948 
Brooklyn,Flatlands,40.62862,-73.92629,$327 
Brooklyn,Flatlands,40.62868,-73.92739,$473 
Manhattan,Chelsea,40.74451,-73.99226,$840 
Brooklyn,Flatbush,40.65216,-73.96119,$725 
Manhattan,Upper West Side,40.78583,-73.9768,$709 
Brooklyn,Bedford-Stuyvesant,40.67831,-73.93903,$247 
Manhattan,Midtown,40.74911,-73.9877,$155 
Manhattan,Harlem,40.80582,-73.95355,$298 
Manhattan,Hell's Kitchen,40.76859,-73.9872,$494 
Manhattan,Hell's Kitchen,40.76599,-73.98388,$951 
Manhattan,Harlem,40.82244,-73.94773,$624 
Brooklyn,Bay Ridge,40.63421,-74.0263,$900 
Manhattan,Harlem,40.80311,-73.94858,$329 
Brooklyn,Bushwick,40.70054,-73.91185,$816 
Bronx,Highbridge,40.83746,-73.92268,$323 
Manhattan,East Village,40.72137,-73.97786,$258 
Brooklyn,Bedford-Stuyvesant,40.69067,-73.92643,$689 
Staten Island,Tompkinsville,40.63378,-74.08726,$952 
Brooklyn,Williamsburg,40.71495,-73.96321,$898 
Manhattan,Chelsea,40.74501,-73.99725,$793 
Brooklyn,Boerum Hill,40.68863,-73.98935,$302 
Manhattan,Upper East Side,40.76436,-73.96471,$115 
Brooklyn,Fort Greene,40.69371,-73.97076,$669 
Manhattan,East Harlem,40.79771,-73.93449,$412 
Manhattan,East Village,40.72369,-73.98998,"$1,016 "
Manhattan,Washington Heights,40.83368,-73.94314,"$1,097 "
Manhattan,Upper East Side,40.77372,-73.94803,$839 
Brooklyn,Sunset Park,40.64985,-74.00207,$943 
Brooklyn,Williamsburg,40.71599,-73.95514,"$1,133 "
Manhattan,Upper West Side,40.76974,-73.98743,$465 
Queens,East Elmhurst,40.75819,-73.87504,$830 
Brooklyn,Greenpoint,40.72403,-73.94306,"$1,165 "
Brooklyn,Williamsburg,40.71602,-73.94645,$248 
Manhattan,Upper West Side,40.77915,-73.97794,$513 
Bronx,Soundview,40.82939,-73.86514,$917 
Brooklyn,Bedford-Stuyvesant,40.68293,-73.93437,$71 
Brooklyn,Williamsburg,40.7127,-73.94048,$119 
Brooklyn,Crown Heights,40.67416,-73.93854,"$1,088 "
Brooklyn,Williamsburg,40.71109,-73.95918,$151 
Manhattan,Financial District,40.70963,-74.00759,$177 
Queens,Ridgewood,40.70928,-73.89795,$261 
Manhattan,Hell's Kitchen,40.7595,-73.98967,$222 
Manhattan,Midtown,40.74268,-73.98401,$562 
Queens,Sunnyside,40.74592,-73.92399,$98 
Brooklyn,Williamsburg,40.71116,-73.94014,$939 
Manhattan,Midtown,40.76146,-73.96649,$308 
Manhattan,East Village,40.72625,-73.98173,$361 
Brooklyn,Greenpoint,40.72321,-73.9433,$519 
Manhattan,Washington Heights,40.8484,-73.93972,"$1,193 "
Manhattan,East Village,40.72696,-73.98406,$639 
Manhattan,Hell's Kitchen,40.76041,-73.99496,$698 
Manhattan,Harlem,40.82355,-73.94881,$586 
Manhattan,Upper West Side,40.79879,-73.96721,$256 
Brooklyn,Crown Heights,40.66852,-73.9425,$172 
Brooklyn,Williamsburg,40.71193,-73.94266,$466 
Queens,Jackson Heights,40.75273,-73.87144,$543 
Manhattan,Lower East Side,40.71915,-73.98546,$350 
Brooklyn,Bushwick,40.69882,-73.91771,$129 
Brooklyn,Bushwick,40.7034,-73.9296,$887 
Manhattan,Gramercy,40.73572,-73.98735,$293 
Brooklyn,Greenpoint,40.72522,-73.94563,$407 
Brooklyn,Bedford-Stuyvesant,40.69181,-73.9463,$757 
Brooklyn,Crown Heights,40.67352,-73.95633,"$1,047 "
Queens,Bellerose,40.73351,-73.71299,"$1,109 "
Manhattan,Hell's Kitchen,40.75711,-73.99665,$118 
Manhattan,Lower East Side,40.71978,-73.98424,$714 
Brooklyn,Clinton Hill,40.69561,-73.969,$492 
Brooklyn,Clinton Hill,40.68255,-73.96167,$479 
Brooklyn,Prospect-Lefferts Gardens,40.65661,-73.96144,$509 
Manhattan,East Village,40.73106,-73.98467,$73 
Manhattan,Hell's Kitchen,40.75548,-73.99706,$476 
Manhattan,Upper West Side,40.80109,-73.97093,$620 
Manhattan,Midtown,40.75188,-73.97252,$973 
Manhattan,Harlem,40.8022,-73.95737,$641 
Manhattan,Washington Heights,40.84747,-73.94279,"$1,068 "
Brooklyn,Bedford-Stuyvesant,40.68881,-73.92805,$357 
Brooklyn,Bedford-Stuyvesant,40.68942,-73.9287,"$1,120 "
Queens,Ridgewood,40.70588,-73.90821,"$1,090 "
Manhattan,Chinatown,40.71707,-73.99066,"$1,167 "
Manhattan,Upper West Side,40.77697,-73.97698,$559 
Manhattan,Murray Hill,40.7465,-73.97734,$572 
Manhattan,Midtown,40.75287,-73.97439,$347 
Brooklyn,Williamsburg,40.71175,-73.96092,"$1,158 "
Manhattan,East Village,40.72529,-73.97756,$968 
Manhattan,Lower East Side,40.71323,-73.9878,"$1,141 "
Queens,Astoria,40.76615,-73.91325,$423 
Queens,Astoria,40.76799,-73.91234,$298 
Manhattan,Washington Heights,40.85432,-73.93198,$56 
Brooklyn,Crown Heights,40.67501,-73.95873,$61 
Manhattan,Lower East Side,40.71978,-73.98705,$841 
Manhattan,SoHo,40.72607,-74.00166,$516 
Manhattan,Upper East Side,40.77564,-73.9533,$285 
Manhattan,Greenwich Village,40.72815,-74.00084,$905 
Manhattan,East Village,40.72831,-73.98481,"$1,158 "
Manhattan,Inwood,40.87126,-73.91722,$404 
Manhattan,Upper West Side,40.8037,-73.96803,"$1,145 "
Brooklyn,Crown Heights,40.66999,-73.94735,$371 
Manhattan,East Harlem,40.79866,-73.94148,$872 
Brooklyn,Bushwick,40.70337,-73.93071,"$1,010 "
Brooklyn,East Flatbush,40.63401,-73.93808,"$1,090 "
Manhattan,Upper East Side,40.78465,-73.94914,$840 
Manhattan,Upper East Side,40.76301,-73.96734,$481 
Manhattan,Lower East Side,40.72116,-73.99124,$609 
Brooklyn,Park Slope,40.67307,-73.97235,"$1,067 "
Queens,East Elmhurst,40.7568,-73.88894,$201 
Manhattan,Midtown,40.74568,-73.98324,"$1,164 "
Manhattan,Tribeca,40.71924,-74.01165,"$1,182 "
Manhattan,Civic Center,40.7139,-74.00621,$172 
Manhattan,Upper West Side,40.78385,-73.97466,$353 
Manhattan,Upper West Side,40.79893,-73.96769,$649 
Brooklyn,Bedford-Stuyvesant,40.67968,-73.90764,"$1,172 "
Manhattan,Harlem,40.82497,-73.94595,$798 
Manhattan,Chelsea,40.73983,-74.00102,$241 
Manhattan,Kips Bay,40.74088,-73.98285,$427 
Brooklyn,Williamsburg,40.71032,-73.9517,"$1,020 "
Queens,Astoria,40.75763,-73.91389,$606 
Queens,Long Island City,40.74534,-73.95557,$904 
Brooklyn,Crown Heights,40.67763,-73.95943,$757 
Brooklyn,Williamsburg,40.70727,-73.94025,$221 
Brooklyn,Bedford-Stuyvesant,40.68251,-73.91944,$777 
Manhattan,Morningside Heights,40.80773,-73.95977,$633 
Manhattan,Harlem,40.82725,-73.9453,"$1,079 "
Brooklyn,Columbia St,40.68053,-74.00387,$977 
Manhattan,Upper West Side,40.7786,-73.98554,$679 
Manhattan,Upper West Side,40.77875,-73.9875,$511 
Manhattan,East Village,40.72767,-73.98452,"$1,009 "
Queens,Astoria,40.76541,-73.92009,$515 
Manhattan,West Village,40.73798,-73.99963,"$1,068 "
Brooklyn,Bedford-Stuyvesant,40.69498,-73.94237,$770 
Brooklyn,Williamsburg,40.70496,-73.93689,$219 
Brooklyn,Sunset Park,40.64685,-74.01097,$618 
Manhattan,Upper East Side,40.77964,-73.95474,$473 
Manhattan,Upper East Side,40.76693,-73.95911,$392 
Manhattan,Gramercy,40.73809,-73.98215,$596 
Brooklyn,Bedford-Stuyvesant,40.69504,-73.94807,$833 
Brooklyn,Bushwick,40.7012,-73.92682,$645 
Manhattan,Upper East Side,40.77843,-73.95191,$499 
Manhattan,Hell's Kitchen,40.76326,-73.99142,"$1,127 "
Manhattan,Chinatown,40.71879,-73.99586,"$1,152 "
Manhattan,Upper East Side,40.77532,-73.95132,$920 
Manhattan,Lower East Side,40.71297,-73.98561,$961 
Manhattan,Harlem,40.81646,-73.9369,"$1,034 "
